SL term	TL term	SL	TL	area	english definition	TL definition	source	Usage example	notes	user
Velarization	Velarización	English	Spanish	Phonology		En dialectologóa hispónica este término hace referencia a la realización de las nasales finales de sílaba o palabra con punto de articulación velar.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Three-syllable window	Ventana de tres sílabas	English	Spanish	Phonology		Este término hace referencia al hecho de que en español (y otras lenguas como el griego moderno y el órabe) el acento prosódico siempre cae sobre una de las últimas tres sílabas de la palabra.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Verb	Verbo	English	Spanish	Syntax		"Categoría léxica que funciona como núcleo del sintagma verbal (SV), que normalmente describe acciones y estados y que se puede modificar (conjugar) para expresar tiempo, voz, modo, persona y número. Sabemos que cantar es un verbo porque podemos conjugarlo... canto, cantaba, cantaré."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Verbo copulativo	English	Spanish			"Véase copulativo, verbo."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Verbo ditransitivo	English	Spanish			"Véase ditransitivo, verbo. """	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Verbo intransitivo	English	Spanish			"Véase intransitivo, verbo. """	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Verbo performativo	English	Spanish			"Véase performativo, verbo. """	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Verbo preposicional	English	Spanish			"Véase preposicional, verbo. """	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Verbo pseudocopulativo	English	Spanish			"Véase pseudocopulativo, verbo. """	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Verbo transitivo	English	Spanish			"Véase transitivo, verbo."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Vernacular variety	"Vernacular, variedad"	English	Spanish			Variedad de una lengua empleada por las personas originarias de la región. Hace referencia a una variedad oral.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Trill	Vibrante	English	Spanish	Phonetics		Consonante producida con uno o más golpes breves del articulador activo contra el pasivo.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Visigoth	Visigodo	English	Spanish	General		Pueblo germónico que se establecióen la Penónsula Ibérica a la caóda del imperio romano. La contribución del visigodo a la lengua española es relativamente pequeña.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Linguistic vitality	Vitalidad lingüística	English	Spanish	Sociolinguistics		Condición de una lengua si tiene hablantes nativos y se transmite a la nueva generación.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Vocal temática	English	Spanish	Morphology		"Vocal que se añade inmediatamente después de la róz del verbo y que varóa según la conjugación... habl-a-mos, com-e-mos, viv-i-mos."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Vocoide	English	Spanish			Vocal o semivocal.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Voseo	English	Spanish			Uso del pronombre 'vos' y sus formas verbales correspondientes como segunda persona del singular en tratamiento familiar.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Voz media	English	Spanish			"Voz intermedia entre la voz pasiva y la activa, que se construye con el pronombre se en español y que tiene una estructura similar a las pasivo-reflejas. La diferencia con estas últimas es que en la voz media no existe la interpretación en la que un agente humano explócito participa en la acción (ej. El barco se hundió, con la interpretación óEl barco se hundió solo, sin ayudaóó ing. the boat sank)."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Yeísmo	English	Spanish			"Falta de distinción entre los sonidos ortogróficamente representados por ll e y. Hoy en dóa la inmensa mayoróa de los hispanohablantes, tanto en Latinoamérica como en España, son yeóstas."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Zamboangueño	English	Spanish			Lengua criolla de base española que se habla en el suroeste de las Islas Filipinas.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Zeísmo	English	Spanish			Tipo de yeósmo caracterizado por la realización de ll e y ortogróficas como fricativa prepalatal. El fenómeno se conoce también como rehilamiento.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
